"","Province.State","Country.Region","Lat","Long","Date","Cases","X3.27.20","Deaths","New.Cases","New.Deaths"
"2576","","Cyprus",35.1264,33.4299,2020-03-02,0,5,0,0,0
"2577","","Cyprus",35.1264,33.4299,2020-03-03,0,5,0,0,0
"2578","","Cyprus",35.1264,33.4299,2020-03-04,0,5,0,0,0
"2579","","Cyprus",35.1264,33.4299,2020-03-05,0,5,0,0,0
"2580","","Cyprus",35.1264,33.4299,2020-03-06,0,5,0,0,0
"2581","","Cyprus",35.1264,33.4299,2020-03-07,0,5,0,0,0
"2582","","Cyprus",35.1264,33.4299,2020-03-08,0,5,0,0,0
"2583","","Cyprus",35.1264,33.4299,2020-03-09,2,5,0,2,0
"2584","","Cyprus",35.1264,33.4299,2020-03-10,3,5,0,1,0
"2585","","Cyprus",35.1264,33.4299,2020-03-11,6,5,0,3,0
"2586","","Cyprus",35.1264,33.4299,2020-03-12,6,5,0,0,0
"2587","","Cyprus",35.1264,33.4299,2020-03-13,14,5,0,8,0
"2588","","Cyprus",35.1264,33.4299,2020-03-14,26,5,0,12,0
"2589","","Cyprus",35.1264,33.4299,2020-03-15,26,5,0,0,0
"2590","","Cyprus",35.1264,33.4299,2020-03-16,33,5,0,7,0
"2591","","Cyprus",35.1264,33.4299,2020-03-17,46,5,0,13,0
"2592","","Cyprus",35.1264,33.4299,2020-03-18,49,5,0,3,0
"2593","","Cyprus",35.1264,33.4299,2020-03-19,67,5,0,18,0
"2594","","Cyprus",35.1264,33.4299,2020-03-20,67,5,0,0,0
"2595","","Cyprus",35.1264,33.4299,2020-03-21,84,5,0,17,0
"2596","","Cyprus",35.1264,33.4299,2020-03-22,95,5,1,11,1
"2597","","Cyprus",35.1264,33.4299,2020-03-23,116,5,1,21,0
"2598","","Cyprus",35.1264,33.4299,2020-03-24,124,5,3,8,2
"2599","","Cyprus",35.1264,33.4299,2020-03-25,132,5,3,8,0
"2600","","Cyprus",35.1264,33.4299,2020-03-26,146,5,3,14,0
"2601","","Czechia",49.8175,15.473,2020-01-22,0,9,0,0,0
"2602","","Czechia",49.8175,15.473,2020-01-23,0,9,0,0,0
"2603","","Czechia",49.8175,15.473,2020-01-24,0,9,0,0,0
"2604","","Czechia",49.8175,15.473,2020-01-25,0,9,0,0,0
"2605","","Czechia",49.8175,15.473,2020-01-26,0,9,0,0,0
"2606","","Czechia",49.8175,15.473,2020-01-27,0,9,0,0,0
"2607","","Czechia",49.8175,15.473,2020-01-28,0,9,0,0,0
"2608","","Czechia",49.8175,15.473,2020-01-29,0,9,0,0,0
"2609","","Czechia",49.8175,15.473,2020-01-30,0,9,0,0,0
"2610","","Czechia",49.8175,15.473,2020-01-31,0,9,0,0,0
"2611","","Czechia",49.8175,15.473,2020-02-01,0,9,0,0,0
"2612","","Czechia",49.8175,15.473,2020-02-02,0,9,0,0,0
"2613","","Czechia",49.8175,15.473,2020-02-03,0,9,0,0,0
"2614","","Czechia",49.8175,15.473,2020-02-04,0,9,0,0,0
"2615","","Czechia",49.8175,15.473,2020-02-05,0,9,0,0,0
"2616","","Czechia",49.8175,15.473,2020-02-06,0,9,0,0,0
"2617","","Czechia",49.8175,15.473,2020-02-07,0,9,0,0,0
"2618","","Czechia",49.8175,15.473,2020-02-08,0,9,0,0,0
"2619","","Czechia",49.8175,15.473,2020-02-09,0,9,0,0,0
"2620","","Czechia",49.8175,15.473,2020-02-10,0,9,0,0,0
"2621","","Czechia",49.8175,15.473,2020-02-11,0,9,0,0,0
"2622","","Czechia",49.8175,15.473,2020-02-12,0,9,0,0,0
"2623","","Czechia",49.8175,15.473,2020-02-13,0,9,0,0,0
"2624","","Czechia",49.8175,15.473,2020-02-14,0,9,0,0,0
"2625","","Czechia",49.8175,15.473,2020-02-15,0,9,0,0,0
"2626","","Czechia",49.8175,15.473,2020-02-16,0,9,0,0,0
"2627","","Czechia",49.8175,15.473,2020-02-17,0,9,0,0,0
"2628","","Czechia",49.8175,15.473,2020-02-18,0,9,0,0,0
"2629","","Czechia",49.8175,15.473,2020-02-19,0,9,0,0,0
"2630","","Czechia",49.8175,15.473,2020-02-20,0,9,0,0,0
"2631","","Czechia",49.8175,15.473,2020-02-21,0,9,0,0,0
"2632","","Czechia",49.8175,15.473,2020-02-22,0,9,0,0,0
"2633","","Czechia",49.8175,15.473,2020-02-23,0,9,0,0,0
"2634","","Czechia",49.8175,15.473,2020-02-24,0,9,0,0,0
"2635","","Czechia",49.8175,15.473,2020-02-25,0,9,0,0,0
"2636","","Czechia",49.8175,15.473,2020-02-26,0,9,0,0,0
"2637","","Czechia",49.8175,15.473,2020-02-27,0,9,0,0,0
"2638","","Czechia",49.8175,15.473,2020-02-28,0,9,0,0,0
"2639","","Czechia",49.8175,15.473,2020-02-29,0,9,0,0,0
"2640","","Czechia",49.8175,15.473,2020-03-01,3,9,0,3,0
"2641","","Czechia",49.8175,15.473,2020-03-02,3,9,0,0,0
"2642","","Czechia",49.8175,15.473,2020-03-03,5,9,0,2,0
"2643","","Czechia",49.8175,15.473,2020-03-04,8,9,0,3,0
"2644","","Czechia",49.8175,15.473,2020-03-05,12,9,0,4,0
"2645","","Czechia",49.8175,15.473,2020-03-06,18,9,0,6,0
"2646","","Czechia",49.8175,15.473,2020-03-07,19,9,0,1,0
"2647","","Czechia",49.8175,15.473,2020-03-08,31,9,0,12,0
"2648","","Czechia",49.8175,15.473,2020-03-09,31,9,0,0,0
"2649","","Czechia",49.8175,15.473,2020-03-10,41,9,0,10,0
"2650","","Czechia",49.8175,15.473,2020-03-11,91,9,0,50,0
"2651","","Czechia",49.8175,15.473,2020-03-12,94,9,0,3,0
"2652","","Czechia",49.8175,15.473,2020-03-13,141,9,0,47,0
"2653","","Czechia",49.8175,15.473,2020-03-14,189,9,0,48,0
"2654","","Czechia",49.8175,15.473,2020-03-15,253,9,0,64,0
"2655","","Czechia",49.8175,15.473,2020-03-16,298,9,0,45,0
"2656","","Czechia",49.8175,15.473,2020-03-17,396,9,0,98,0
"2657","","Czechia",49.8175,15.473,2020-03-18,464,9,0,68,0
"2658","","Czechia",49.8175,15.473,2020-03-19,694,9,0,230,0
"2659","","Czechia",49.8175,15.473,2020-03-20,833,9,0,139,0
"2660","","Czechia",49.8175,15.473,2020-03-21,995,9,0,162,0
"2661","","Czechia",49.8175,15.473,2020-03-22,1120,9,1,125,1
"2662","","Czechia",49.8175,15.473,2020-03-23,1236,9,1,116,0
"2663","","Czechia",49.8175,15.473,2020-03-24,1394,9,3,158,2
"2664","","Czechia",49.8175,15.473,2020-03-25,1654,9,6,260,3
"2665","","Czechia",49.8175,15.473,2020-03-26,1925,9,9,271,3
"2666","","Denmark",56.2639,9.5018,2020-01-22,0,52,0,0,0
"2667","","Denmark",56.2639,9.5018,2020-01-23,0,52,0,0,0
"2668","","Denmark",56.2639,9.5018,2020-01-24,0,52,0,0,0
"2669","","Denmark",56.2639,9.5018,2020-01-25,0,52,0,0,0
"2670","","Denmark",56.2639,9.5018,2020-01-26,0,52,0,0,0
"2671","","Denmark",56.2639,9.5018,2020-01-27,0,52,0,0,0
"2672","","Denmark",56.2639,9.5018,2020-01-28,0,52,0,0,0
"2673","","Denmark",56.2639,9.5018,2020-01-29,0,52,0,0,0
"2674","","Denmark",56.2639,9.5018,2020-01-30,0,52,0,0,0
"2675","","Denmark",56.2639,9.5018,2020-01-31,0,52,0,0,0
"2676","","Denmark",56.2639,9.5018,2020-02-01,0,52,0,0,0
"2677","","Denmark",56.2639,9.5018,2020-02-02,0,52,0,0,0
"2678","","Denmark",56.2639,9.5018,2020-02-03,0,52,0,0,0
"2679","","Denmark",56.2639,9.5018,2020-02-04,0,52,0,0,0
"2680","","Denmark",56.2639,9.5018,2020-02-05,0,52,0,0,0
"2681","","Denmark",56.2639,9.5018,2020-02-06,0,52,0,0,0
"2682","","Denmark",56.2639,9.5018,2020-02-07,0,52,0,0,0
"2683","","Denmark",56.2639,9.5018,2020-02-08,0,52,0,0,0
"2684","","Denmark",56.2639,9.5018,2020-02-09,0,52,0,0,0
"2685","","Denmark",56.2639,9.5018,2020-02-10,0,52,0,0,0
"2686","","Denmark",56.2639,9.5018,2020-02-11,0,52,0,0,0
"2687","","Denmark",56.2639,9.5018,2020-02-12,0,52,0,0,0
"2688","","Denmark",56.2639,9.5018,2020-02-13,0,52,0,0,0
"2689","","Denmark",56.2639,9.5018,2020-02-14,0,52,0,0,0
"2690","","Denmark",56.2639,9.5018,2020-02-15,0,52,0,0,0
"2691","","Denmark",56.2639,9.5018,2020-02-16,0,52,0,0,0
"2692","","Denmark",56.2639,9.5018,2020-02-17,0,52,0,0,0
"2693","","Denmark",56.2639,9.5018,2020-02-18,0,52,0,0,0
"2694","","Denmark",56.2639,9.5018,2020-02-19,0,52,0,0,0
"2695","","Denmark",56.2639,9.5018,2020-02-20,0,52,0,0,0
"2696","","Denmark",56.2639,9.5018,2020-02-21,0,52,0,0,0
"2697","","Denmark",56.2639,9.5018,2020-02-22,0,52,0,0,0
"2698","","Denmark",56.2639,9.5018,2020-02-23,0,52,0,0,0
"2699","","Denmark",56.2639,9.5018,2020-02-24,0,52,0,0,0
"2700","","Denmark",56.2639,9.5018,2020-02-25,0,52,0,0,0
"2701","","Denmark",56.2639,9.5018,2020-02-26,0,52,0,0,0
"2702","","Denmark",56.2639,9.5018,2020-02-27,1,52,0,1,0
"2703","","Denmark",56.2639,9.5018,2020-02-28,1,52,0,0,0
"2704","","Denmark",56.2639,9.5018,2020-02-29,3,52,0,2,0
"2705","","Denmark",56.2639,9.5018,2020-03-01,4,52,0,1,0
"2706","","Denmark",56.2639,9.5018,2020-03-02,4,52,0,0,0
"2707","","Denmark",56.2639,9.5018,2020-03-03,6,52,0,2,0
"2708","","Denmark",56.2639,9.5018,2020-03-04,10,52,0,4,0
"2709","","Denmark",56.2639,9.5018,2020-03-05,10,52,0,0,0
"2710","","Denmark",56.2639,9.5018,2020-03-06,23,52,0,13,0
"2711","","Denmark",56.2639,9.5018,2020-03-07,23,52,0,0,0
"2712","","Denmark",56.2639,9.5018,2020-03-08,35,52,0,12,0
"2713","","Denmark",56.2639,9.5018,2020-03-09,90,52,0,55,0
"2714","","Denmark",56.2639,9.5018,2020-03-10,262,52,0,172,0
"2715","","Denmark",56.2639,9.5018,2020-03-11,442,52,0,180,0
"2716","","Denmark",56.2639,9.5018,2020-03-12,615,52,0,173,0
"2717","","Denmark",56.2639,9.5018,2020-03-13,801,52,0,186,0
"2718","","Denmark",56.2639,9.5018,2020-03-14,827,52,1,26,1
"2719","","Denmark",56.2639,9.5018,2020-03-15,864,52,2,37,1
"2720","","Denmark",56.2639,9.5018,2020-03-16,914,52,3,50,1
"2721","","Denmark",56.2639,9.5018,2020-03-17,977,52,4,63,1
"2722","","Denmark",56.2639,9.5018,2020-03-18,1057,52,4,80,0
"2723","","Denmark",56.2639,9.5018,2020-03-19,1151,52,6,94,2
"2724","","Denmark",56.2639,9.5018,2020-03-20,1255,52,9,104,3
"2725","","Denmark",56.2639,9.5018,2020-03-21,1326,52,13,71,4
"2726","","Denmark",56.2639,9.5018,2020-03-22,1395,52,13,69,0
"2727","","Denmark",56.2639,9.5018,2020-03-23,1450,52,24,55,11
"2728","","Denmark",56.2639,9.5018,2020-03-24,1591,52,32,141,8
"2729","","Denmark",56.2639,9.5018,2020-03-25,1724,52,34,133,2
"2730","","Denmark",56.2639,9.5018,2020-03-26,1877,52,41,153,7
"2731","","Diamond Princess",0,0,2020-01-22,0,10,0,0,0
"2732","","Diamond Princess",0,0,2020-01-23,0,10,0,0,0
"2733","","Diamond Princess",0,0,2020-01-24,0,10,0,0,0
"2734","","Diamond Princess",0,0,2020-01-25,0,10,0,0,0
"2735","","Diamond Princess",0,0,2020-01-26,0,10,0,0,0
"2736","","Diamond Princess",0,0,2020-01-27,0,10,0,0,0
"2737","","Diamond Princess",0,0,2020-01-28,0,10,0,0,0
"2738","","Diamond Princess",0,0,2020-01-29,0,10,0,0,0
"2739","","Diamond Princess",0,0,2020-01-30,0,10,0,0,0
"2740","","Diamond Princess",0,0,2020-01-31,0,10,0,0,0
"2741","","Diamond Princess",0,0,2020-02-01,0,10,0,0,0
"2742","","Diamond Princess",0,0,2020-02-02,0,10,0,0,0
"2743","","Diamond Princess",0,0,2020-02-03,0,10,0,0,0
"2744","","Diamond Princess",0,0,2020-02-04,0,10,0,0,0
"2745","","Diamond Princess",0,0,2020-02-05,0,10,0,0,0
"2746","","Diamond Princess",0,0,2020-02-06,0,10,0,0,0
"2747","","Diamond Princess",0,0,2020-02-07,61,10,0,61,0
"2748","","Diamond Princess",0,0,2020-02-08,61,10,0,0,0
"2749","","Diamond Princess",0,0,2020-02-09,64,10,0,3,0
"2750","","Diamond Princess",0,0,2020-02-10,135,10,0,71,0
"2751","","Diamond Princess",0,0,2020-02-11,135,10,0,0,0
"2752","","Diamond Princess",0,0,2020-02-12,175,10,0,40,0
"2753","","Diamond Princess",0,0,2020-02-13,175,10,0,0,0
"2754","","Diamond Princess",0,0,2020-02-14,218,10,0,43,0
"2755","","Diamond Princess",0,0,2020-02-15,285,10,0,67,0
"2756","","Diamond Princess",0,0,2020-02-16,355,10,0,70,0
"2757","","Diamond Princess",0,0,2020-02-17,454,10,0,99,0
"2758","","Diamond Princess",0,0,2020-02-18,542,10,0,88,0
"2759","","Diamond Princess",0,0,2020-02-19,621,10,0,79,0
"2760","","Diamond Princess",0,0,2020-02-20,634,10,2,13,2
"2761","","Diamond Princess",0,0,2020-02-21,634,10,2,0,0
"2762","","Diamond Princess",0,0,2020-02-22,634,10,2,0,0
"2763","","Diamond Princess",0,0,2020-02-23,691,10,3,57,1
"2764","","Diamond Princess",0,0,2020-02-24,691,10,3,0,0
"2765","","Diamond Princess",0,0,2020-02-25,691,10,3,0,0
"2766","","Diamond Princess",0,0,2020-02-26,705,10,4,14,1
"2767","","Diamond Princess",0,0,2020-02-27,705,10,4,0,0
"2768","","Diamond Princess",0,0,2020-02-28,705,10,6,0,2
"2769","","Diamond Princess",0,0,2020-02-29,705,10,6,0,0
"2770","","Diamond Princess",0,0,2020-03-01,705,10,6,0,0
"2771","","Diamond Princess",0,0,2020-03-02,705,10,6,0,0
"2772","","Diamond Princess",0,0,2020-03-03,706,10,6,1,0
"2773","","Diamond Princess",0,0,2020-03-04,706,10,6,0,0
"2774","","Diamond Princess",0,0,2020-03-05,706,10,6,0,0
"2775","","Diamond Princess",0,0,2020-03-06,706,10,6,0,0
"2776","","Diamond Princess",0,0,2020-03-07,706,10,6,0,0
"2777","","Diamond Princess",0,0,2020-03-08,706,10,6,0,0
"2778","","Diamond Princess",0,0,2020-03-09,706,10,6,0,0
"2779","","Diamond Princess",0,0,2020-03-10,706,10,6,0,0
"2780","","Diamond Princess",0,0,2020-03-11,706,10,7,0,1
"2781","","Diamond Princess",0,0,2020-03-12,706,10,7,0,0
"2782","","Diamond Princess",0,0,2020-03-13,706,10,7,0,0
"2783","","Diamond Princess",0,0,2020-03-14,706,10,7,0,0
"2784","","Diamond Princess",0,0,2020-03-15,706,10,7,0,0
"2785","","Diamond Princess",0,0,2020-03-16,706,10,7,0,0
"2786","","Diamond Princess",0,0,2020-03-17,706,10,7,0,0
"2787","","Diamond Princess",0,0,2020-03-18,712,10,7,6,0
"2788","","Diamond Princess",0,0,2020-03-19,712,10,7,0,0
"2789","","Diamond Princess",0,0,2020-03-20,712,10,7,0,0
"2790","","Diamond Princess",0,0,2020-03-21,712,10,8,0,1
"2791","","Diamond Princess",0,0,2020-03-22,712,10,8,0,0
"2792","","Diamond Princess",0,0,2020-03-23,712,10,8,0,0
"2793","","Diamond Princess",0,0,2020-03-24,712,10,10,0,2
"2794","","Diamond Princess",0,0,2020-03-25,712,10,10,0,0
"2795","","Diamond Princess",0,0,2020-03-26,712,10,10,0,0
"2796","","Djibouti",11.8251,42.5903,2020-01-22,0,0,0,0,0
"2797","","Djibouti",11.8251,42.5903,2020-01-23,0,0,0,0,0
"2798","","Djibouti",11.8251,42.5903,2020-01-24,0,0,0,0,0
"2799","","Djibouti",11.8251,42.5903,2020-01-25,0,0,0,0,0
"2800","","Djibouti",11.8251,42.5903,2020-01-26,0,0,0,0,0
"2801","","Djibouti",11.8251,42.5903,2020-01-27,0,0,0,0,0
"2802","","Djibouti",11.8251,42.5903,2020-01-28,0,0,0,0,0
"2803","","Djibouti",11.8251,42.5903,2020-01-29,0,0,0,0,0
"2804","","Djibouti",11.8251,42.5903,2020-01-30,0,0,0,0,0
"2805","","Djibouti",11.8251,42.5903,2020-01-31,0,0,0,0,0
"2806","","Djibouti",11.8251,42.5903,2020-02-01,0,0,0,0,0
"2807","","Djibouti",11.8251,42.5903,2020-02-02,0,0,0,0,0
"2808","","Djibouti",11.8251,42.5903,2020-02-03,0,0,0,0,0
"2809","","Djibouti",11.8251,42.5903,2020-02-04,0,0,0,0,0
"2810","","Djibouti",11.8251,42.5903,2020-02-05,0,0,0,0,0
"2811","","Djibouti",11.8251,42.5903,2020-02-06,0,0,0,0,0
"2812","","Djibouti",11.8251,42.5903,2020-02-07,0,0,0,0,0
"2813","","Djibouti",11.8251,42.5903,2020-02-08,0,0,0,0,0
"2814","","Djibouti",11.8251,42.5903,2020-02-09,0,0,0,0,0
"2815","","Djibouti",11.8251,42.5903,2020-02-10,0,0,0,0,0
"2816","","Djibouti",11.8251,42.5903,2020-02-11,0,0,0,0,0
"2817","","Djibouti",11.8251,42.5903,2020-02-12,0,0,0,0,0
"2818","","Djibouti",11.8251,42.5903,2020-02-13,0,0,0,0,0
"2819","","Djibouti",11.8251,42.5903,2020-02-14,0,0,0,0,0
"2820","","Djibouti",11.8251,42.5903,2020-02-15,0,0,0,0,0
"2821","","Djibouti",11.8251,42.5903,2020-02-16,0,0,0,0,0
"2822","","Djibouti",11.8251,42.5903,2020-02-17,0,0,0,0,0
"2823","","Djibouti",11.8251,42.5903,2020-02-18,0,0,0,0,0
"2824","","Djibouti",11.8251,42.5903,2020-02-19,0,0,0,0,0
"2825","","Djibouti",11.8251,42.5903,2020-02-20,0,0,0,0,0
"2826","","Djibouti",11.8251,42.5903,2020-02-21,0,0,0,0,0
"2827","","Djibouti",11.8251,42.5903,2020-02-22,0,0,0,0,0
"2828","","Djibouti",11.8251,42.5903,2020-02-23,0,0,0,0,0
"2829","","Djibouti",11.8251,42.5903,2020-02-24,0,0,0,0,0
"2830","","Djibouti",11.8251,42.5903,2020-02-25,0,0,0,0,0
"2831","","Djibouti",11.8251,42.5903,2020-02-26,0,0,0,0,0
"2832","","Djibouti",11.8251,42.5903,2020-02-27,0,0,0,0,0
"2833","","Djibouti",11.8251,42.5903,2020-02-28,0,0,0,0,0
"2834","","Djibouti",11.8251,42.5903,2020-02-29,0,0,0,0,0
"2835","","Djibouti",11.8251,42.5903,2020-03-01,0,0,0,0,0
"2836","","Djibouti",11.8251,42.5903,2020-03-02,0,0,0,0,0
"2837","","Djibouti",11.8251,42.5903,2020-03-03,0,0,0,0,0
"2838","","Djibouti",11.8251,42.5903,2020-03-04,0,0,0,0,0
"2839","","Djibouti",11.8251,42.5903,2020-03-05,0,0,0,0,0
"2840","","Djibouti",11.8251,42.5903,2020-03-06,0,0,0,0,0
"2841","","Djibouti",11.8251,42.5903,2020-03-07,0,0,0,0,0
"2842","","Djibouti",11.8251,42.5903,2020-03-08,0,0,0,0,0
"2843","","Djibouti",11.8251,42.5903,2020-03-09,0,0,0,0,0
"2844","","Djibouti",11.8251,42.5903,2020-03-10,0,0,0,0,0
"2845","","Djibouti",11.8251,42.5903,2020-03-11,0,0,0,0,0
"2846","","Djibouti",11.8251,42.5903,2020-03-12,0,0,0,0,0
"2847","","Djibouti",11.8251,42.5903,2020-03-13,0,0,0,0,0
"2848","","Djibouti",11.8251,42.5903,2020-03-14,0,0,0,0,0
"2849","","Djibouti",11.8251,42.5903,2020-03-15,0,0,0,0,0
"2850","","Djibouti",11.8251,42.5903,2020-03-16,0,0,0,0,0
"2851","","Djibouti",11.8251,42.5903,2020-03-17,0,0,0,0,0
"2852","","Djibouti",11.8251,42.5903,2020-03-18,1,0,0,1,0
"2853","","Djibouti",11.8251,42.5903,2020-03-19,1,0,0,0,0
"2854","","Djibouti",11.8251,42.5903,2020-03-20,1,0,0,0,0
"2855","","Djibouti",11.8251,42.5903,2020-03-21,1,0,0,0,0
"2856","","Djibouti",11.8251,42.5903,2020-03-22,1,0,0,0,0
"2857","","Djibouti",11.8251,42.5903,2020-03-23,3,0,0,2,0
"2858","","Djibouti",11.8251,42.5903,2020-03-24,3,0,0,0,0
"2859","","Djibouti",11.8251,42.5903,2020-03-25,11,0,0,8,0
"2860","","Djibouti",11.8251,42.5903,2020-03-26,11,0,0,0,0
"2861","","Dominica",15.415,-61.371,2020-01-22,0,0,0,0,0
"2862","","Dominica",15.415,-61.371,2020-01-23,0,0,0,0,0
"2863","","Dominica",15.415,-61.371,2020-01-24,0,0,0,0,0
"2864","","Dominica",15.415,-61.371,2020-01-25,0,0,0,0,0
"2865","","Dominica",15.415,-61.371,2020-01-26,0,0,0,0,0
"2866","","Dominica",15.415,-61.371,2020-01-27,0,0,0,0,0
"2867","","Dominica",15.415,-61.371,2020-01-28,0,0,0,0,0
"2868","","Dominica",15.415,-61.371,2020-01-29,0,0,0,0,0
"2869","","Dominica",15.415,-61.371,2020-01-30,0,0,0,0,0
"2870","","Dominica",15.415,-61.371,2020-01-31,0,0,0,0,0
"2871","","Dominica",15.415,-61.371,2020-02-01,0,0,0,0,0
"2872","","Dominica",15.415,-61.371,2020-02-02,0,0,0,0,0
"2873","","Dominica",15.415,-61.371,2020-02-03,0,0,0,0,0
"2874","","Dominica",15.415,-61.371,2020-02-04,0,0,0,0,0
"2875","","Dominica",15.415,-61.371,2020-02-05,0,0,0,0,0
"2876","","Dominica",15.415,-61.371,2020-02-06,0,0,0,0,0
"2877","","Dominica",15.415,-61.371,2020-02-07,0,0,0,0,0
"2878","","Dominica",15.415,-61.371,2020-02-08,0,0,0,0,0
"2879","","Dominica",15.415,-61.371,2020-02-09,0,0,0,0,0
"2880","","Dominica",15.415,-61.371,2020-02-10,0,0,0,0,0
"2881","","Dominica",15.415,-61.371,2020-02-11,0,0,0,0,0
"2882","","Dominica",15.415,-61.371,2020-02-12,0,0,0,0,0
"2883","","Dominica",15.415,-61.371,2020-02-13,0,0,0,0,0
"2884","","Dominica",15.415,-61.371,2020-02-14,0,0,0,0,0
"2885","","Dominica",15.415,-61.371,2020-02-15,0,0,0,0,0
"2886","","Dominica",15.415,-61.371,2020-02-16,0,0,0,0,0
"2887","","Dominica",15.415,-61.371,2020-02-17,0,0,0,0,0
"2888","","Dominica",15.415,-61.371,2020-02-18,0,0,0,0,0
"2889","","Dominica",15.415,-61.371,2020-02-19,0,0,0,0,0
"2890","","Dominica",15.415,-61.371,2020-02-20,0,0,0,0,0
"2891","","Dominica",15.415,-61.371,2020-02-21,0,0,0,0,0
"2892","","Dominica",15.415,-61.371,2020-02-22,0,0,0,0,0
"2893","","Dominica",15.415,-61.371,2020-02-23,0,0,0,0,0
"2894","","Dominica",15.415,-61.371,2020-02-24,0,0,0,0,0
"2895","","Dominica",15.415,-61.371,2020-02-25,0,0,0,0,0
"2896","","Dominica",15.415,-61.371,2020-02-26,0,0,0,0,0
"2897","","Dominica",15.415,-61.371,2020-02-27,0,0,0,0,0
"2898","","Dominica",15.415,-61.371,2020-02-28,0,0,0,0,0
"2899","","Dominica",15.415,-61.371,2020-02-29,0,0,0,0,0
"2900","","Dominica",15.415,-61.371,2020-03-01,0,0,0,0,0
"2901","","Dominica",15.415,-61.371,2020-03-02,0,0,0,0,0
"2902","","Dominica",15.415,-61.371,2020-03-03,0,0,0,0,0
"2903","","Dominica",15.415,-61.371,2020-03-04,0,0,0,0,0
"2904","","Dominica",15.415,-61.371,2020-03-05,0,0,0,0,0
"2905","","Dominica",15.415,-61.371,2020-03-06,0,0,0,0,0
"2906","","Dominica",15.415,-61.371,2020-03-07,0,0,0,0,0
"2907","","Dominica",15.415,-61.371,2020-03-08,0,0,0,0,0
"2908","","Dominica",15.415,-61.371,2020-03-09,0,0,0,0,0
"2909","","Dominica",15.415,-61.371,2020-03-10,0,0,0,0,0
"2910","","Dominica",15.415,-61.371,2020-03-11,0,0,0,0,0
"2911","","Dominica",15.415,-61.371,2020-03-12,0,0,0,0,0
"2912","","Dominica",15.415,-61.371,2020-03-13,0,0,0,0,0
"2913","","Dominica",15.415,-61.371,2020-03-14,0,0,0,0,0
"2914","","Dominica",15.415,-61.371,2020-03-15,0,0,0,0,0
"2915","","Dominica",15.415,-61.371,2020-03-16,0,0,0,0,0
"2916","","Dominica",15.415,-61.371,2020-03-17,0,0,0,0,0
"2917","","Dominica",15.415,-61.371,2020-03-18,0,0,0,0,0
"2918","","Dominica",15.415,-61.371,2020-03-19,0,0,0,0,0
"2919","","Dominica",15.415,-61.371,2020-03-20,0,0,0,0,0
"2920","","Dominica",15.415,-61.371,2020-03-21,0,0,0,0,0
"2921","","Dominica",15.415,-61.371,2020-03-22,1,0,0,1,0
"2922","","Dominica",15.415,-61.371,2020-03-23,2,0,0,1,0
"2923","","Dominica",15.415,-61.371,2020-03-24,2,0,0,0,0
"2924","","Dominica",15.415,-61.371,2020-03-25,7,0,0,5,0
"2925","","Dominica",15.415,-61.371,2020-03-26,11,0,0,4,0
"2926","","Dominican Republic",18.7357,-70.1627,2020-01-22,0,20,0,0,0
"2927","","Dominican Republic",18.7357,-70.1627,2020-01-23,0,20,0,0,0
"2928","","Dominican Republic",18.7357,-70.1627,2020-01-24,0,20,0,0,0
"2929","","Dominican Republic",18.7357,-70.1627,2020-01-25,0,20,0,0,0
"2930","","Dominican Republic",18.7357,-70.1627,2020-01-26,0,20,0,0,0
"2931","","Dominican Republic",18.7357,-70.1627,2020-01-27,0,20,0,0,0
"2932","","Dominican Republic",18.7357,-70.1627,2020-01-28,0,20,0,0,0
"2933","","Dominican Republic",18.7357,-70.1627,2020-01-29,0,20,0,0,0
"2934","","Dominican Republic",18.7357,-70.1627,2020-01-30,0,20,0,0,0
"2935","","Dominican Republic",18.7357,-70.1627,2020-01-31,0,20,0,0,0
"2936","","Dominican Republic",18.7357,-70.1627,2020-02-01,0,20,0,0,0
"2937","","Dominican Republic",18.7357,-70.1627,2020-02-02,0,20,0,0,0
"2938","","Dominican Republic",18.7357,-70.1627,2020-02-03,0,20,0,0,0
"2939","","Dominican Republic",18.7357,-70.1627,2020-02-04,0,20,0,0,0
"2940","","Dominican Republic",18.7357,-70.1627,2020-02-05,0,20,0,0,0
"2941","","Dominican Republic",18.7357,-70.1627,2020-02-06,0,20,0,0,0
"2942","","Dominican Republic",18.7357,-70.1627,2020-02-07,0,20,0,0,0
"2943","","Dominican Republic",18.7357,-70.1627,2020-02-08,0,20,0,0,0
"2944","","Dominican Republic",18.7357,-70.1627,2020-02-09,0,20,0,0,0
"2945","","Dominican Republic",18.7357,-70.1627,2020-02-10,0,20,0,0,0
"2946","","Dominican Republic",18.7357,-70.1627,2020-02-11,0,20,0,0,0
"2947","","Dominican Republic",18.7357,-70.1627,2020-02-12,0,20,0,0,0
"2948","","Dominican Republic",18.7357,-70.1627,2020-02-13,0,20,0,0,0
"2949","","Dominican Republic",18.7357,-70.1627,2020-02-14,0,20,0,0,0
"2950","","Dominican Republic",18.7357,-70.1627,2020-02-15,0,20,0,0,0
"2951","","Dominican Republic",18.7357,-70.1627,2020-02-16,0,20,0,0,0
"2952","","Dominican Republic",18.7357,-70.1627,2020-02-17,0,20,0,0,0
"2953","","Dominican Republic",18.7357,-70.1627,2020-02-18,0,20,0,0,0
"2954","","Dominican Republic",18.7357,-70.1627,2020-02-19,0,20,0,0,0
