"","Province.State","Country.Region","Lat","Long","Date","Cases","X3.27.20","Deaths","New.Cases","New.Deaths"
"1","","Afghanistan",33,65,2020-01-22,0,4,0,0,0
"2","","Afghanistan",33,65,2020-01-23,0,4,0,0,0
"3","","Afghanistan",33,65,2020-01-24,0,4,0,0,0
"4","","Afghanistan",33,65,2020-01-25,0,4,0,0,0
"5","","Afghanistan",33,65,2020-01-26,0,4,0,0,0
"6","","Afghanistan",33,65,2020-01-27,0,4,0,0,0
"7","","Afghanistan",33,65,2020-01-28,0,4,0,0,0
"8","","Afghanistan",33,65,2020-01-29,0,4,0,0,0
"9","","Afghanistan",33,65,2020-01-30,0,4,0,0,0
"10","","Afghanistan",33,65,2020-01-31,0,4,0,0,0
"11","","Afghanistan",33,65,2020-02-01,0,4,0,0,0
"12","","Afghanistan",33,65,2020-02-02,0,4,0,0,0
"13","","Afghanistan",33,65,2020-02-03,0,4,0,0,0
"14","","Afghanistan",33,65,2020-02-04,0,4,0,0,0
"15","","Afghanistan",33,65,2020-02-05,0,4,0,0,0
"16","","Afghanistan",33,65,2020-02-06,0,4,0,0,0
"17","","Afghanistan",33,65,2020-02-07,0,4,0,0,0
"18","","Afghanistan",33,65,2020-02-08,0,4,0,0,0
"19","","Afghanistan",33,65,2020-02-09,0,4,0,0,0
"20","","Afghanistan",33,65,2020-02-10,0,4,0,0,0
"21","","Afghanistan",33,65,2020-02-11,0,4,0,0,0
"22","","Afghanistan",33,65,2020-02-12,0,4,0,0,0
"23","","Afghanistan",33,65,2020-02-13,0,4,0,0,0
"24","","Afghanistan",33,65,2020-02-14,0,4,0,0,0
"25","","Afghanistan",33,65,2020-02-15,0,4,0,0,0
"26","","Afghanistan",33,65,2020-02-16,0,4,0,0,0
"27","","Afghanistan",33,65,2020-02-17,0,4,0,0,0
"28","","Afghanistan",33,65,2020-02-18,0,4,0,0,0
"29","","Afghanistan",33,65,2020-02-19,0,4,0,0,0
"30","","Afghanistan",33,65,2020-02-20,0,4,0,0,0
"31","","Afghanistan",33,65,2020-02-21,0,4,0,0,0
"32","","Afghanistan",33,65,2020-02-22,0,4,0,0,0
"33","","Afghanistan",33,65,2020-02-23,0,4,0,0,0
"34","","Afghanistan",33,65,2020-02-24,1,4,0,1,0
"35","","Afghanistan",33,65,2020-02-25,1,4,0,0,0
"36","","Afghanistan",33,65,2020-02-26,1,4,0,0,0
"37","","Afghanistan",33,65,2020-02-27,1,4,0,0,0
"38","","Afghanistan",33,65,2020-02-28,1,4,0,0,0
"39","","Afghanistan",33,65,2020-02-29,1,4,0,0,0
"40","","Afghanistan",33,65,2020-03-01,1,4,0,0,0
"41","","Afghanistan",33,65,2020-03-02,1,4,0,0,0
"42","","Afghanistan",33,65,2020-03-03,1,4,0,0,0
"43","","Afghanistan",33,65,2020-03-04,1,4,0,0,0
"44","","Afghanistan",33,65,2020-03-05,1,4,0,0,0
"45","","Afghanistan",33,65,2020-03-06,1,4,0,0,0
"46","","Afghanistan",33,65,2020-03-07,1,4,0,0,0
"47","","Afghanistan",33,65,2020-03-08,4,4,0,3,0
"48","","Afghanistan",33,65,2020-03-09,4,4,0,0,0
"49","","Afghanistan",33,65,2020-03-10,5,4,0,1,0
"50","","Afghanistan",33,65,2020-03-11,7,4,0,2,0
"51","","Afghanistan",33,65,2020-03-12,7,4,0,0,0
"52","","Afghanistan",33,65,2020-03-13,7,4,0,0,0
"53","","Afghanistan",33,65,2020-03-14,11,4,0,4,0
"54","","Afghanistan",33,65,2020-03-15,16,4,0,5,0
"55","","Afghanistan",33,65,2020-03-16,21,4,0,5,0
"56","","Afghanistan",33,65,2020-03-17,22,4,0,1,0
"57","","Afghanistan",33,65,2020-03-18,22,4,0,0,0
"58","","Afghanistan",33,65,2020-03-19,22,4,0,0,0
"59","","Afghanistan",33,65,2020-03-20,24,4,0,2,0
"60","","Afghanistan",33,65,2020-03-21,24,4,0,0,0
"61","","Afghanistan",33,65,2020-03-22,40,4,1,16,1
"62","","Afghanistan",33,65,2020-03-23,40,4,1,0,0
"63","","Afghanistan",33,65,2020-03-24,74,4,1,34,0
"64","","Afghanistan",33,65,2020-03-25,84,4,2,10,1
"65","","Afghanistan",33,65,2020-03-26,94,4,4,10,2
"66","","Albania",41.1533,20.1683,2020-01-22,0,8,0,0,0
"67","","Albania",41.1533,20.1683,2020-01-23,0,8,0,0,0
"68","","Albania",41.1533,20.1683,2020-01-24,0,8,0,0,0
"69","","Albania",41.1533,20.1683,2020-01-25,0,8,0,0,0
"70","","Albania",41.1533,20.1683,2020-01-26,0,8,0,0,0
"71","","Albania",41.1533,20.1683,2020-01-27,0,8,0,0,0
"72","","Albania",41.1533,20.1683,2020-01-28,0,8,0,0,0
"73","","Albania",41.1533,20.1683,2020-01-29,0,8,0,0,0
"74","","Albania",41.1533,20.1683,2020-01-30,0,8,0,0,0
"75","","Albania",41.1533,20.1683,2020-01-31,0,8,0,0,0
"76","","Albania",41.1533,20.1683,2020-02-01,0,8,0,0,0
"77","","Albania",41.1533,20.1683,2020-02-02,0,8,0,0,0
"78","","Albania",41.1533,20.1683,2020-02-03,0,8,0,0,0
"79","","Albania",41.1533,20.1683,2020-02-04,0,8,0,0,0
"80","","Albania",41.1533,20.1683,2020-02-05,0,8,0,0,0
"81","","Albania",41.1533,20.1683,2020-02-06,0,8,0,0,0
"82","","Albania",41.1533,20.1683,2020-02-07,0,8,0,0,0
"83","","Albania",41.1533,20.1683,2020-02-08,0,8,0,0,0
"84","","Albania",41.1533,20.1683,2020-02-09,0,8,0,0,0
"85","","Albania",41.1533,20.1683,2020-02-10,0,8,0,0,0
"86","","Albania",41.1533,20.1683,2020-02-11,0,8,0,0,0
"87","","Albania",41.1533,20.1683,2020-02-12,0,8,0,0,0
"88","","Albania",41.1533,20.1683,2020-02-13,0,8,0,0,0
"89","","Albania",41.1533,20.1683,2020-02-14,0,8,0,0,0
"90","","Albania",41.1533,20.1683,2020-02-15,0,8,0,0,0
"91","","Albania",41.1533,20.1683,2020-02-16,0,8,0,0,0
"92","","Albania",41.1533,20.1683,2020-02-17,0,8,0,0,0
"93","","Albania",41.1533,20.1683,2020-02-18,0,8,0,0,0
"94","","Albania",41.1533,20.1683,2020-02-19,0,8,0,0,0
"95","","Albania",41.1533,20.1683,2020-02-20,0,8,0,0,0
"96","","Albania",41.1533,20.1683,2020-02-21,0,8,0,0,0
"97","","Albania",41.1533,20.1683,2020-02-22,0,8,0,0,0
"98","","Albania",41.1533,20.1683,2020-02-23,0,8,0,0,0
"99","","Albania",41.1533,20.1683,2020-02-24,0,8,0,0,0
"100","","Albania",41.1533,20.1683,2020-02-25,0,8,0,0,0
"101","","Albania",41.1533,20.1683,2020-02-26,0,8,0,0,0
"102","","Albania",41.1533,20.1683,2020-02-27,0,8,0,0,0
"103","","Albania",41.1533,20.1683,2020-02-28,0,8,0,0,0
"104","","Albania",41.1533,20.1683,2020-02-29,0,8,0,0,0
"105","","Albania",41.1533,20.1683,2020-03-01,0,8,0,0,0
"106","","Albania",41.1533,20.1683,2020-03-02,0,8,0,0,0
"107","","Albania",41.1533,20.1683,2020-03-03,0,8,0,0,0
"108","","Albania",41.1533,20.1683,2020-03-04,0,8,0,0,0
"109","","Albania",41.1533,20.1683,2020-03-05,0,8,0,0,0
"110","","Albania",41.1533,20.1683,2020-03-06,0,8,0,0,0
"111","","Albania",41.1533,20.1683,2020-03-07,0,8,0,0,0
"112","","Albania",41.1533,20.1683,2020-03-08,0,8,0,0,0
"113","","Albania",41.1533,20.1683,2020-03-09,2,8,0,2,0
"114","","Albania",41.1533,20.1683,2020-03-10,10,8,0,8,0
"115","","Albania",41.1533,20.1683,2020-03-11,12,8,1,2,1
"116","","Albania",41.1533,20.1683,2020-03-12,23,8,1,11,0
"117","","Albania",41.1533,20.1683,2020-03-13,33,8,1,10,0
"118","","Albania",41.1533,20.1683,2020-03-14,38,8,1,5,0
"119","","Albania",41.1533,20.1683,2020-03-15,42,8,1,4,0
"120","","Albania",41.1533,20.1683,2020-03-16,51,8,1,9,0
"121","","Albania",41.1533,20.1683,2020-03-17,55,8,1,4,0
"122","","Albania",41.1533,20.1683,2020-03-18,59,8,2,4,1
"123","","Albania",41.1533,20.1683,2020-03-19,64,8,2,5,0
"124","","Albania",41.1533,20.1683,2020-03-20,70,8,2,6,0
"125","","Albania",41.1533,20.1683,2020-03-21,76,8,2,6,0
"126","","Albania",41.1533,20.1683,2020-03-22,89,8,2,13,0
"127","","Albania",41.1533,20.1683,2020-03-23,104,8,4,15,2
"128","","Albania",41.1533,20.1683,2020-03-24,123,8,5,19,1
"129","","Albania",41.1533,20.1683,2020-03-25,146,8,5,23,0
"130","","Albania",41.1533,20.1683,2020-03-26,174,8,6,28,1
"131","","Algeria",28.0339,1.6596,2020-01-22,0,26,0,0,0
"132","","Algeria",28.0339,1.6596,2020-01-23,0,26,0,0,0
"133","","Algeria",28.0339,1.6596,2020-01-24,0,26,0,0,0
"134","","Algeria",28.0339,1.6596,2020-01-25,0,26,0,0,0
"135","","Algeria",28.0339,1.6596,2020-01-26,0,26,0,0,0
"136","","Algeria",28.0339,1.6596,2020-01-27,0,26,0,0,0
"137","","Algeria",28.0339,1.6596,2020-01-28,0,26,0,0,0
"138","","Algeria",28.0339,1.6596,2020-01-29,0,26,0,0,0
"139","","Algeria",28.0339,1.6596,2020-01-30,0,26,0,0,0
"140","","Algeria",28.0339,1.6596,2020-01-31,0,26,0,0,0
"141","","Algeria",28.0339,1.6596,2020-02-01,0,26,0,0,0
"142","","Algeria",28.0339,1.6596,2020-02-02,0,26,0,0,0
"143","","Algeria",28.0339,1.6596,2020-02-03,0,26,0,0,0
"144","","Algeria",28.0339,1.6596,2020-02-04,0,26,0,0,0
"145","","Algeria",28.0339,1.6596,2020-02-05,0,26,0,0,0
"146","","Algeria",28.0339,1.6596,2020-02-06,0,26,0,0,0
"147","","Algeria",28.0339,1.6596,2020-02-07,0,26,0,0,0
"148","","Algeria",28.0339,1.6596,2020-02-08,0,26,0,0,0
"149","","Algeria",28.0339,1.6596,2020-02-09,0,26,0,0,0
"150","","Algeria",28.0339,1.6596,2020-02-10,0,26,0,0,0
"151","","Algeria",28.0339,1.6596,2020-02-11,0,26,0,0,0
"152","","Algeria",28.0339,1.6596,2020-02-12,0,26,0,0,0
"153","","Algeria",28.0339,1.6596,2020-02-13,0,26,0,0,0
"154","","Algeria",28.0339,1.6596,2020-02-14,0,26,0,0,0
"155","","Algeria",28.0339,1.6596,2020-02-15,0,26,0,0,0
"156","","Algeria",28.0339,1.6596,2020-02-16,0,26,0,0,0
"157","","Algeria",28.0339,1.6596,2020-02-17,0,26,0,0,0
"158","","Algeria",28.0339,1.6596,2020-02-18,0,26,0,0,0
"159","","Algeria",28.0339,1.6596,2020-02-19,0,26,0,0,0
"160","","Algeria",28.0339,1.6596,2020-02-20,0,26,0,0,0
"161","","Algeria",28.0339,1.6596,2020-02-21,0,26,0,0,0
"162","","Algeria",28.0339,1.6596,2020-02-22,0,26,0,0,0
"163","","Algeria",28.0339,1.6596,2020-02-23,0,26,0,0,0
"164","","Algeria",28.0339,1.6596,2020-02-24,0,26,0,0,0
"165","","Algeria",28.0339,1.6596,2020-02-25,1,26,0,1,0
"166","","Algeria",28.0339,1.6596,2020-02-26,1,26,0,0,0
"167","","Algeria",28.0339,1.6596,2020-02-27,1,26,0,0,0
"168","","Algeria",28.0339,1.6596,2020-02-28,1,26,0,0,0
"169","","Algeria",28.0339,1.6596,2020-02-29,1,26,0,0,0
"170","","Algeria",28.0339,1.6596,2020-03-01,1,26,0,0,0
"171","","Algeria",28.0339,1.6596,2020-03-02,3,26,0,2,0
"172","","Algeria",28.0339,1.6596,2020-03-03,5,26,0,2,0
"173","","Algeria",28.0339,1.6596,2020-03-04,12,26,0,7,0
"174","","Algeria",28.0339,1.6596,2020-03-05,12,26,0,0,0
"175","","Algeria",28.0339,1.6596,2020-03-06,17,26,0,5,0
"176","","Algeria",28.0339,1.6596,2020-03-07,17,26,0,0,0
"177","","Algeria",28.0339,1.6596,2020-03-08,19,26,0,2,0
"178","","Algeria",28.0339,1.6596,2020-03-09,20,26,0,1,0
"179","","Algeria",28.0339,1.6596,2020-03-10,20,26,0,0,0
"180","","Algeria",28.0339,1.6596,2020-03-11,20,26,0,0,0
"181","","Algeria",28.0339,1.6596,2020-03-12,24,26,1,4,1
"182","","Algeria",28.0339,1.6596,2020-03-13,26,26,2,2,1
"183","","Algeria",28.0339,1.6596,2020-03-14,37,26,3,11,1
"184","","Algeria",28.0339,1.6596,2020-03-15,48,26,4,11,1
"185","","Algeria",28.0339,1.6596,2020-03-16,54,26,4,6,0
"186","","Algeria",28.0339,1.6596,2020-03-17,60,26,4,6,0
"187","","Algeria",28.0339,1.6596,2020-03-18,74,26,7,14,3
"188","","Algeria",28.0339,1.6596,2020-03-19,87,26,9,13,2
"189","","Algeria",28.0339,1.6596,2020-03-20,90,26,11,3,2
"190","","Algeria",28.0339,1.6596,2020-03-21,139,26,15,49,4
"191","","Algeria",28.0339,1.6596,2020-03-22,201,26,17,62,2
"192","","Algeria",28.0339,1.6596,2020-03-23,230,26,17,29,0
"193","","Algeria",28.0339,1.6596,2020-03-24,264,26,19,34,2
"194","","Algeria",28.0339,1.6596,2020-03-25,302,26,21,38,2
"195","","Algeria",28.0339,1.6596,2020-03-26,367,26,25,65,4
"196","","Andorra",42.5063,1.5218,2020-01-22,0,3,0,0,0
"197","","Andorra",42.5063,1.5218,2020-01-23,0,3,0,0,0
"198","","Andorra",42.5063,1.5218,2020-01-24,0,3,0,0,0
"199","","Andorra",42.5063,1.5218,2020-01-25,0,3,0,0,0
"200","","Andorra",42.5063,1.5218,2020-01-26,0,3,0,0,0
"201","","Andorra",42.5063,1.5218,2020-01-27,0,3,0,0,0
"202","","Andorra",42.5063,1.5218,2020-01-28,0,3,0,0,0
"203","","Andorra",42.5063,1.5218,2020-01-29,0,3,0,0,0
"204","","Andorra",42.5063,1.5218,2020-01-30,0,3,0,0,0
"205","","Andorra",42.5063,1.5218,2020-01-31,0,3,0,0,0
"206","","Andorra",42.5063,1.5218,2020-02-01,0,3,0,0,0
"207","","Andorra",42.5063,1.5218,2020-02-02,0,3,0,0,0
"208","","Andorra",42.5063,1.5218,2020-02-03,0,3,0,0,0
"209","","Andorra",42.5063,1.5218,2020-02-04,0,3,0,0,0
"210","","Andorra",42.5063,1.5218,2020-02-05,0,3,0,0,0
"211","","Andorra",42.5063,1.5218,2020-02-06,0,3,0,0,0
"212","","Andorra",42.5063,1.5218,2020-02-07,0,3,0,0,0
"213","","Andorra",42.5063,1.5218,2020-02-08,0,3,0,0,0
"214","","Andorra",42.5063,1.5218,2020-02-09,0,3,0,0,0
"215","","Andorra",42.5063,1.5218,2020-02-10,0,3,0,0,0
"216","","Andorra",42.5063,1.5218,2020-02-11,0,3,0,0,0
"217","","Andorra",42.5063,1.5218,2020-02-12,0,3,0,0,0
"218","","Andorra",42.5063,1.5218,2020-02-13,0,3,0,0,0
"219","","Andorra",42.5063,1.5218,2020-02-14,0,3,0,0,0
"220","","Andorra",42.5063,1.5218,2020-02-15,0,3,0,0,0
"221","","Andorra",42.5063,1.5218,2020-02-16,0,3,0,0,0
"222","","Andorra",42.5063,1.5218,2020-02-17,0,3,0,0,0
"223","","Andorra",42.5063,1.5218,2020-02-18,0,3,0,0,0
"224","","Andorra",42.5063,1.5218,2020-02-19,0,3,0,0,0
"225","","Andorra",42.5063,1.5218,2020-02-20,0,3,0,0,0
"226","","Andorra",42.5063,1.5218,2020-02-21,0,3,0,0,0
"227","","Andorra",42.5063,1.5218,2020-02-22,0,3,0,0,0
"228","","Andorra",42.5063,1.5218,2020-02-23,0,3,0,0,0
"229","","Andorra",42.5063,1.5218,2020-02-24,0,3,0,0,0
"230","","Andorra",42.5063,1.5218,2020-02-25,0,3,0,0,0
"231","","Andorra",42.5063,1.5218,2020-02-26,0,3,0,0,0
"232","","Andorra",42.5063,1.5218,2020-02-27,0,3,0,0,0
"233","","Andorra",42.5063,1.5218,2020-02-28,0,3,0,0,0
"234","","Andorra",42.5063,1.5218,2020-02-29,0,3,0,0,0
"235","","Andorra",42.5063,1.5218,2020-03-01,0,3,0,0,0
"236","","Andorra",42.5063,1.5218,2020-03-02,1,3,0,1,0
"237","","Andorra",42.5063,1.5218,2020-03-03,1,3,0,0,0
"238","","Andorra",42.5063,1.5218,2020-03-04,1,3,0,0,0
"239","","Andorra",42.5063,1.5218,2020-03-05,1,3,0,0,0
"240","","Andorra",42.5063,1.5218,2020-03-06,1,3,0,0,0
"241","","Andorra",42.5063,1.5218,2020-03-07,1,3,0,0,0
"242","","Andorra",42.5063,1.5218,2020-03-08,1,3,0,0,0
"243","","Andorra",42.5063,1.5218,2020-03-09,1,3,0,0,0
"244","","Andorra",42.5063,1.5218,2020-03-10,1,3,0,0,0
"245","","Andorra",42.5063,1.5218,2020-03-11,1,3,0,0,0
"246","","Andorra",42.5063,1.5218,2020-03-12,1,3,0,0,0
"247","","Andorra",42.5063,1.5218,2020-03-13,1,3,0,0,0
"248","","Andorra",42.5063,1.5218,2020-03-14,1,3,0,0,0
"249","","Andorra",42.5063,1.5218,2020-03-15,1,3,0,0,0
"250","","Andorra",42.5063,1.5218,2020-03-16,2,3,0,1,0
"251","","Andorra",42.5063,1.5218,2020-03-17,39,3,0,37,0
"252","","Andorra",42.5063,1.5218,2020-03-18,39,3,0,0,0
"253","","Andorra",42.5063,1.5218,2020-03-19,53,3,0,14,0
"254","","Andorra",42.5063,1.5218,2020-03-20,75,3,0,22,0
"255","","Andorra",42.5063,1.5218,2020-03-21,88,3,0,13,0
"256","","Andorra",42.5063,1.5218,2020-03-22,113,3,1,25,1
"257","","Andorra",42.5063,1.5218,2020-03-23,133,3,1,20,0
"258","","Andorra",42.5063,1.5218,2020-03-24,164,3,1,31,0
"259","","Andorra",42.5063,1.5218,2020-03-25,188,3,1,24,0
"260","","Andorra",42.5063,1.5218,2020-03-26,224,3,3,36,2
"261","","Angola",-11.2027,17.8739,2020-01-22,0,0,0,0,0
"262","","Angola",-11.2027,17.8739,2020-01-23,0,0,0,0,0
"263","","Angola",-11.2027,17.8739,2020-01-24,0,0,0,0,0
"264","","Angola",-11.2027,17.8739,2020-01-25,0,0,0,0,0
"265","","Angola",-11.2027,17.8739,2020-01-26,0,0,0,0,0
"266","","Angola",-11.2027,17.8739,2020-01-27,0,0,0,0,0
"267","","Angola",-11.2027,17.8739,2020-01-28,0,0,0,0,0
"268","","Angola",-11.2027,17.8739,2020-01-29,0,0,0,0,0
"269","","Angola",-11.2027,17.8739,2020-01-30,0,0,0,0,0
"270","","Angola",-11.2027,17.8739,2020-01-31,0,0,0,0,0
"271","","Angola",-11.2027,17.8739,2020-02-01,0,0,0,0,0
"272","","Angola",-11.2027,17.8739,2020-02-02,0,0,0,0,0
"273","","Angola",-11.2027,17.8739,2020-02-03,0,0,0,0,0
"274","","Angola",-11.2027,17.8739,2020-02-04,0,0,0,0,0
"275","","Angola",-11.2027,17.8739,2020-02-05,0,0,0,0,0
"276","","Angola",-11.2027,17.8739,2020-02-06,0,0,0,0,0
"277","","Angola",-11.2027,17.8739,2020-02-07,0,0,0,0,0
"278","","Angola",-11.2027,17.8739,2020-02-08,0,0,0,0,0
"279","","Angola",-11.2027,17.8739,2020-02-09,0,0,0,0,0
"280","","Angola",-11.2027,17.8739,2020-02-10,0,0,0,0,0
"281","","Angola",-11.2027,17.8739,2020-02-11,0,0,0,0,0
"282","","Angola",-11.2027,17.8739,2020-02-12,0,0,0,0,0
"283","","Angola",-11.2027,17.8739,2020-02-13,0,0,0,0,0
"284","","Angola",-11.2027,17.8739,2020-02-14,0,0,0,0,0
"285","","Angola",-11.2027,17.8739,2020-02-15,0,0,0,0,0
"286","","Angola",-11.2027,17.8739,2020-02-16,0,0,0,0,0
"287","","Angola",-11.2027,17.8739,2020-02-17,0,0,0,0,0
"288","","Angola",-11.2027,17.8739,2020-02-18,0,0,0,0,0
"289","","Angola",-11.2027,17.8739,2020-02-19,0,0,0,0,0
"290","","Angola",-11.2027,17.8739,2020-02-20,0,0,0,0,0
"291","","Angola",-11.2027,17.8739,2020-02-21,0,0,0,0,0
"292","","Angola",-11.2027,17.8739,2020-02-22,0,0,0,0,0
"293","","Angola",-11.2027,17.8739,2020-02-23,0,0,0,0,0
"294","","Angola",-11.2027,17.8739,2020-02-24,0,0,0,0,0
"295","","Angola",-11.2027,17.8739,2020-02-25,0,0,0,0,0
"296","","Angola",-11.2027,17.8739,2020-02-26,0,0,0,0,0
"297","","Angola",-11.2027,17.8739,2020-02-27,0,0,0,0,0
"298","","Angola",-11.2027,17.8739,2020-02-28,0,0,0,0,0
"299","","Angola",-11.2027,17.8739,2020-02-29,0,0,0,0,0
"300","","Angola",-11.2027,17.8739,2020-03-01,0,0,0,0,0
"301","","Angola",-11.2027,17.8739,2020-03-02,0,0,0,0,0
"302","","Angola",-11.2027,17.8739,2020-03-03,0,0,0,0,0
"303","","Angola",-11.2027,17.8739,2020-03-04,0,0,0,0,0
"304","","Angola",-11.2027,17.8739,2020-03-05,0,0,0,0,0
"305","","Angola",-11.2027,17.8739,2020-03-06,0,0,0,0,0
"306","","Angola",-11.2027,17.8739,2020-03-07,0,0,0,0,0
"307","","Angola",-11.2027,17.8739,2020-03-08,0,0,0,0,0
"308","","Angola",-11.2027,17.8739,2020-03-09,0,0,0,0,0
"309","","Angola",-11.2027,17.8739,2020-03-10,0,0,0,0,0
"310","","Angola",-11.2027,17.8739,2020-03-11,0,0,0,0,0
"311","","Angola",-11.2027,17.8739,2020-03-12,0,0,0,0,0
"312","","Angola",-11.2027,17.8739,2020-03-13,0,0,0,0,0
"313","","Angola",-11.2027,17.8739,2020-03-14,0,0,0,0,0
"314","","Angola",-11.2027,17.8739,2020-03-15,0,0,0,0,0
"315","","Angola",-11.2027,17.8739,2020-03-16,0,0,0,0,0
"316","","Angola",-11.2027,17.8739,2020-03-17,0,0,0,0,0
"317","","Angola",-11.2027,17.8739,2020-03-18,0,0,0,0,0
"318","","Angola",-11.2027,17.8739,2020-03-19,0,0,0,0,0
"319","","Angola",-11.2027,17.8739,2020-03-20,1,0,0,1,0
"320","","Angola",-11.2027,17.8739,2020-03-21,2,0,0,1,0
"321","","Angola",-11.2027,17.8739,2020-03-22,2,0,0,0,0
"322","","Angola",-11.2027,17.8739,2020-03-23,3,0,0,1,0
"323","","Angola",-11.2027,17.8739,2020-03-24,3,0,0,0,0
"324","","Angola",-11.2027,17.8739,2020-03-25,3,0,0,0,0
"325","","Angola",-11.2027,17.8739,2020-03-26,4,0,0,1,0
"326","","Antigua and Barbuda",17.0608,-61.7964,2020-01-22,0,0,0,0,0
"327","","Antigua and Barbuda",17.0608,-61.7964,2020-01-23,0,0,0,0,0
"328","","Antigua and Barbuda",17.0608,-61.7964,2020-01-24,0,0,0,0,0
"329","","Antigua and Barbuda",17.0608,-61.7964,2020-01-25,0,0,0,0,0
"330","","Antigua and Barbuda",17.0608,-61.7964,2020-01-26,0,0,0,0,0
"331","","Antigua and Barbuda",17.0608,-61.7964,2020-01-27,0,0,0,0,0
"332","","Antigua and Barbuda",17.0608,-61.7964,2020-01-28,0,0,0,0,0
"333","","Antigua and Barbuda",17.0608,-61.7964,2020-01-29,0,0,0,0,0
"334","","Antigua and Barbuda",17.0608,-61.7964,2020-01-30,0,0,0,0,0
"335","","Antigua and Barbuda",17.0608,-61.7964,2020-01-31,0,0,0,0,0
"336","","Antigua and Barbuda",17.0608,-61.7964,2020-02-01,0,0,0,0,0
"337","","Antigua and Barbuda",17.0608,-61.7964,2020-02-02,0,0,0,0,0
"338","","Antigua and Barbuda",17.0608,-61.7964,2020-02-03,0,0,0,0,0
"339","","Antigua and Barbuda",17.0608,-61.7964,2020-02-04,0,0,0,0,0
"340","","Antigua and Barbuda",17.0608,-61.7964,2020-02-05,0,0,0,0,0
"341","","Antigua and Barbuda",17.0608,-61.7964,2020-02-06,0,0,0,0,0
"342","","Antigua and Barbuda",17.0608,-61.7964,2020-02-07,0,0,0,0,0
"343","","Antigua and Barbuda",17.0608,-61.7964,2020-02-08,0,0,0,0,0
"344","","Antigua and Barbuda",17.0608,-61.7964,2020-02-09,0,0,0,0,0
"345","","Antigua and Barbuda",17.0608,-61.7964,2020-02-10,0,0,0,0,0
"346","","Antigua and Barbuda",17.0608,-61.7964,2020-02-11,0,0,0,0,0
"347","","Antigua and Barbuda",17.0608,-61.7964,2020-02-12,0,0,0,0,0
"348","","Antigua and Barbuda",17.0608,-61.7964,2020-02-13,0,0,0,0,0
"349","","Antigua and Barbuda",17.0608,-61.7964,2020-02-14,0,0,0,0,0
"350","","Antigua and Barbuda",17.0608,-61.7964,2020-02-15,0,0,0,0,0
"351","","Antigua and Barbuda",17.0608,-61.7964,2020-02-16,0,0,0,0,0
"352","","Antigua and Barbuda",17.0608,-61.7964,2020-02-17,0,0,0,0,0
"353","","Antigua and Barbuda",17.0608,-61.7964,2020-02-18,0,0,0,0,0
"354","","Antigua and Barbuda",17.0608,-61.7964,2020-02-19,0,0,0,0,0
"355","","Antigua and Barbuda",17.0608,-61.7964,2020-02-20,0,0,0,0,0
"356","","Antigua and Barbuda",17.0608,-61.7964,2020-02-21,0,0,0,0,0
"357","","Antigua and Barbuda",17.0608,-61.7964,2020-02-22,0,0,0,0,0
"358","","Antigua and Barbuda",17.0608,-61.7964,2020-02-23,0,0,0,0,0
"359","","Antigua and Barbuda",17.0608,-61.7964,2020-02-24,0,0,0,0,0
"360","","Antigua and Barbuda",17.0608,-61.7964,2020-02-25,0,0,0,0,0
"361","","Antigua and Barbuda",17.0608,-61.7964,2020-02-26,0,0,0,0,0
"362","","Antigua and Barbuda",17.0608,-61.7964,2020-02-27,0,0,0,0,0
"363","","Antigua and Barbuda",17.0608,-61.7964,2020-02-28,0,0,0,0,0
"364","","Antigua and Barbuda",17.0608,-61.7964,2020-02-29,0,0,0,0,0
"365","","Antigua and Barbuda",17.0608,-61.7964,2020-03-01,0,0,0,0,0
"366","","Antigua and Barbuda",17.0608,-61.7964,2020-03-02,0,0,0,0,0
"367","","Antigua and Barbuda",17.0608,-61.7964,2020-03-03,0,0,0,0,0
"368","","Antigua and Barbuda",17.0608,-61.7964,2020-03-04,0,0,0,0,0
"369","","Antigua and Barbuda",17.0608,-61.7964,2020-03-05,0,0,0,0,0
"370","","Antigua and Barbuda",17.0608,-61.7964,2020-03-06,0,0,0,0,0
"371","","Antigua and Barbuda",17.0608,-61.7964,2020-03-07,0,0,0,0,0
"372","","Antigua and Barbuda",17.0608,-61.7964,2020-03-08,0,0,0,0,0
"373","","Antigua and Barbuda",17.0608,-61.7964,2020-03-09,0,0,0,0,0
"374","","Antigua and Barbuda",17.0608,-61.7964,2020-03-10,0,0,0,0,0
"375","","Antigua and Barbuda",17.0608,-61.7964,2020-03-11,0,0,0,0,0
"376","","Antigua and Barbuda",17.0608,-61.7964,2020-03-12,0,0,0,0,0
"377","","Antigua and Barbuda",17.0608,-61.7964,2020-03-13,1,0,0,1,0
"378","","Antigua and Barbuda",17.0608,-61.7964,2020-03-14,1,0,0,0,0
"379","","Antigua and Barbuda",17.0608,-61.7964,2020-03-15,1,0,0,0,0
"380","","Antigua and Barbuda",17.0608,-61.7964,2020-03-16,1,0,0,0,0
"381","","Antigua and Barbuda",17.0608,-61.7964,2020-03-17,1,0,0,0,0
"382","","Antigua and Barbuda",17.0608,-61.7964,2020-03-18,1,0,0,0,0
"383","","Antigua and Barbuda",17.0608,-61.7964,2020-03-19,1,0,0,0,0
"384","","Antigua and Barbuda",17.0608,-61.7964,2020-03-20,1,0,0,0,0
